cnvFiles,siteID,sampleDateTime,SITE_ID,stationDepth,Latitude,Longitude
2014 CTD files/0758/Pothoven/217-14/cnv/85_m15.cnv,m15,2014-08-05T00:00:00Z,alpha,17,43.18816667,86.344
2014 CTD files/0758/Pothoven/217-14/cnv/85_m45.cnv,m45,2014-08-05T00:00:00Z,beta,45,43.20616667,86.44966667
2014 CTD files/0758/Pothoven/218-14/cnv/86_gh15.cnv,gh15,2014-08-06T00:00:00Z,gh15,15,43.07281667,86.27886667
2014 CTD files/0758/Pothoven/218-14/cnv/86_legC.cnv,legc,2014-08-06T00:00:00Z,c1,12,43.22016667,86.35416667
2014 CTD files/0758/Pothoven/218-14/cnv/86_legD.cnv,legd,2014-08-06T00:00:00Z,d1,10,43.14233333,86.29933333
2014 CTD files/0758/Pothoven/218-14/cnv/86_legE.cnv,lege,2014-08-06T00:00:00Z,e1,10,43.05366667,86.26283333
2014 CTD files/0758/Pothoven/218-14/cnv/86_m15.cnv,m15,2014-08-06T00:00:00Z,alpha,17,43.18816667,86.344
2014 CTD files/0758/Pothoven/218-14/cnv_2/86_gh15.cnv,gh15,2014-08-06T00:00:00Z,gh15,15,43.07281667,86.27886667
2014 CTD files/0758/Pothoven/218-14/cnv_2/86_legC.cnv,legc,2014-08-06T00:00:00Z,c1,12,43.22016667,86.35416667
2014 CTD files/0758/Pothoven/218-14/cnv_2/86_legD.cnv,legd,2014-08-06T00:00:00Z,d1,10,43.14233333,86.29933333
2014 CTD files/0758/Pothoven/218-14/cnv_2/86_legE.cnv,lege,2014-08-06T00:00:00Z,e1,10,43.05366667,86.26283333
2014 CTD files/0758/Pothoven/218-14/cnv_2/86_m15.cnv,m15,2014-08-06T00:00:00Z,alpha,17,43.18816667,86.344
2014 CTD files/0758/Pothoven/223-14/cnv/810_m110.cnv,m110,2014-08-11T00:00:00Z,omega,110,43.19983333,86.56983333
2014 CTD files/0758/Pothoven/223-14/cnv/810_m15.cnv,m15,2014-08-11T00:00:00Z,alpha,17,43.18816667,86.344
2014 CTD files/0758/Pothoven/223-14/cnv/810_m45.cnv,m45,2014-08-11T00:00:00Z,beta,45,43.20616667,86.44966667
2014 CTD files/Laurentian/Pothoven_2014/10_09_14/cnv/M110.cnv,m110,2014-10-09T00:00:00Z,omega,110,43.19983333,86.56983333
2014 CTD files/Laurentian/Pothoven_2014/10_09_14/cnv/M15.cnv,m15,2014-10-09T00:00:00Z,alpha,17,43.18816667,86.344
2014 CTD files/Laurentian/Pothoven_2014/10_09_14/cnv/M45.cnv,m45,2014-10-09T00:00:00Z,beta,45,43.20616667,86.44966667
2014 CTD files/Laurentian/Pothoven_2014/10_10_14/cnv/GH15_10-10-14.cnv,gh15,2014-10-10T00:00:00Z,gh15,15,43.07281667,86.27886667
2014 CTD files/Laurentian/Pothoven_2014/10_10_14/cnv/LegC1_10-10-14.cnv,c1,2014-10-10T00:00:00Z,c1,12,43.22016667,86.35416667
2014 CTD files/Laurentian/Pothoven_2014/10_10_14/cnv/LegD1_10-10-14.cnv,d1,2014-10-10T00:00:00Z,d1,10,43.14233333,86.29933333
2014 CTD files/Laurentian/Pothoven_2014/10_10_14/cnv/LegE1_10-10-14.cnv,e1,2014-10-10T00:00:00Z,e1,10,43.05366667,86.26283333
2014 CTD files/Laurentian/Pothoven_2014/10_10_14/cnv/M15_10-10-14.cnv,m15,2014-10-10T00:00:00Z,alpha,17,43.18816667,86.344
2014 CTD files/Laurentian/Pothoven_2014/10_22_14/cnv/M25.cnv,m25,2014-10-22T00:00:00Z,NA,NA,NA,NA
2014 CTD files/Laurentian/Pothoven_2014/10_22_14/cnv/M45.cnv,m45,2014-10-22T00:00:00Z,beta,45,43.20616667,86.44966667
2014 CTD files/Laurentian/Pothoven_2014/10_22_14/cnv/X2.cnv,x2,2014-10-22T00:00:00Z,NA,NA,NA,NA
2014 CTD files/Laurentian/Pothoven_2014/10_23_14/cnv/M110.cnv,m110,2014-10-23T00:00:00Z,omega,110,43.19983333,86.56983333
2014 CTD files/Laurentian/Pothoven_2014/10_23_14/cnv/M15.cnv,m15,2014-10-23T00:00:00Z,alpha,17,43.18816667,86.344
2014 CTD files/Laurentian/Pothoven_2014/10_23_14/cnv/M45.cnv,m45,2014-10-23T00:00:00Z,beta,45,43.20616667,86.44966667
2014 CTD files/Laurentian/Pothoven_2014/11_5_14/cnv/M110.cnv,m110,2014-11-05T00:00:00Z,omega,110,43.19983333,86.56983333
2014 CTD files/Laurentian/Pothoven_2014/11_5_14/cnv/M15.cnv,m15,2014-11-05T00:00:00Z,alpha,17,43.18816667,86.344
2014 CTD files/Laurentian/Pothoven_2014/11_5_14/cnv/M45.cnv,m45,2014-11-05T00:00:00Z,beta,45,43.20616667,86.44966667
2014 CTD files/Laurentian/Pothoven_2014/5_14_14/cnv/M110night.cnv,m110,2014-05-14T00:00:00Z,omega,110,43.19983333,86.56983333
2014 CTD files/Laurentian/Pothoven_2014/5_14_14/cnv/M15night.cnv,m15,2014-05-14T00:00:00Z,alpha,17,43.18816667,86.344
2014 CTD files/Laurentian/Pothoven_2014/5_14_14/cnv/M45night.cnv,m45,2014-05-14T00:00:00Z,beta,45,43.20616667,86.44966667
2014 CTD files/Laurentian/Pothoven_2014/6_16_14/cnv/M110.cnv,m110,2014-06-16T00:00:00Z,omega,110,43.19983333,86.56983333
2014 CTD files/Laurentian/Pothoven_2014/6_16_14/cnv/M15.cnv,m15,2014-06-16T00:00:00Z,alpha,17,43.18816667,86.344
2014 CTD files/Laurentian/Pothoven_2014/6_16_14/cnv/M45.cnv,m45,2014-06-16T00:00:00Z,beta,45,43.20616667,86.44966667
2014 CTD files/Laurentian/Pothoven_2014/6_20_14/cnv/GH15.cnv,gh15,2014-06-20T00:00:00Z,gh15,15,43.07281667,86.27886667
2014 CTD files/Laurentian/Pothoven_2014/6_20_14/cnv/LegC1.cnv,c1,2014-06-20T00:00:00Z,c1,12,43.22016667,86.35416667
2014 CTD files/Laurentian/Pothoven_2014/6_20_14/cnv/LegD1.cnv,d1,2014-06-20T00:00:00Z,d1,10,43.14233333,86.29933333
2014 CTD files/Laurentian/Pothoven_2014/6_20_14/cnv/LegE1.cnv,e1,2014-06-20T00:00:00Z,e1,10,43.05366667,86.26283333
2014 CTD files/Laurentian/Pothoven_2014/6_20_14/cnv/M15.cnv,m15,2014-06-20T00:00:00Z,alpha,17,43.18816667,86.344
2014 CTD files/Laurentian/Pothoven_2014/6_20_14/cnv_2/GH15.cnv,gh15,2014-06-20T00:00:00Z,gh15,15,43.07281667,86.27886667
2014 CTD files/Laurentian/Pothoven_2014/6_20_14/cnv_2/LegC1.cnv,c1,2014-06-20T00:00:00Z,c1,12,43.22016667,86.35416667
2014 CTD files/Laurentian/Pothoven_2014/6_20_14/cnv_2/LegD1.cnv,d1,2014-06-20T00:00:00Z,d1,10,43.14233333,86.29933333
2014 CTD files/Laurentian/Pothoven_2014/6_20_14/cnv_2/LegE1.cnv,e1,2014-06-20T00:00:00Z,e1,10,43.05366667,86.26283333
2014 CTD files/Laurentian/Pothoven_2014/6_20_14/cnv_2/M15.cnv,m15,2014-06-20T00:00:00Z,alpha,17,43.18816667,86.344
2014 CTD files/Laurentian/Pothoven_2014/6_25_14/cnv/M110.cnv,m110,2014-06-25T00:00:00Z,omega,110,43.19983333,86.56983333
2014 CTD files/Laurentian/Pothoven_2014/6_25_14/cnv/M15.cnv,m15,2014-06-25T00:00:00Z,alpha,17,43.18816667,86.344
2014 CTD files/Laurentian/Pothoven_2014/6_25_14/cnv/M45.cnv,m45,2014-06-25T00:00:00Z,beta,45,43.20616667,86.44966667
2014 CTD files/Laurentian/Pothoven_2014/7_7_14/cnv/M110.cnv,m110,2014-07-07T00:00:00Z,omega,110,43.19983333,86.56983333
2014 CTD files/Laurentian/Pothoven_2014/7_7_14/cnv/m15.cnv,m15,2014-07-07T00:00:00Z,alpha,17,43.18816667,86.344
2014 CTD files/Laurentian/Pothoven_2014/7_7_14/cnv/M15_night.cnv,m15,2014-07-07T00:00:00Z,alpha,17,43.18816667,86.344
2014 CTD files/Laurentian/Pothoven_2014/7_7_14/cnv/M45.cnv,m45,2014-07-07T00:00:00Z,beta,45,43.20616667,86.44966667
2014 CTD files/Laurentian/Pothoven_2014/7_7_14/cnv/M45_2.cnv,m45,2014-07-07T00:00:00Z,beta,45,43.20616667,86.44966667
2014 CTD files/Laurentian/Pothoven_2014/7_8_14/cnv/GH15.cnv,gh15,2014-07-08T00:00:00Z,gh15,15,43.07281667,86.27886667
2014 CTD files/Laurentian/Pothoven_2014/7_8_14/cnv/Leg_C.cnv,leg_c,2014-07-08T00:00:00Z,c1,12,43.22016667,86.35416667
2014 CTD files/Laurentian/Pothoven_2014/7_8_14/cnv/Leg_D.cnv,leg_d,2014-07-08T00:00:00Z,d1,10,43.14233333,86.29933333
2014 CTD files/Laurentian/Pothoven_2014/7_8_14/cnv/Leg_E.cnv,leg_e,2014-07-08T00:00:00Z,d1,10,43.14233333,86.29933333
2014 CTD files/Laurentian/Pothoven_2014/7_8_14/cnv/M15.cnv,m15,2014-07-08T00:00:00Z,alpha,17,43.18816667,86.344
2015_CTD/0758/Pothoven/12-7-15/cnv/12-7-15_GH15.cnv,gh15,2015-12-07T00:00:00Z,gh15,15,43.07281667,86.27886667
2015_CTD/0758/Pothoven/12-7-15/cnv/12-7-15_LegC.cnv,legc,2015-12-07T00:00:00Z,c1,12,43.22016667,86.35416667
2015_CTD/0758/Pothoven/12-7-15/cnv/12-7-15_LegD.cnv,legd,2015-12-07T00:00:00Z,d1,10,43.14233333,86.29933333
2015_CTD/0758/Pothoven/12-7-15/cnv/12-7-15_LegE.cnv,lege,2015-12-07T00:00:00Z,e1,10,43.05366667,86.26283333
2015_CTD/0758/Pothoven/12-7-15/cnv/12-7-15_M110.cnv,m110,2015-12-07T00:00:00Z,omega,110,43.19983333,86.56983333
2015_CTD/0758/Pothoven/12-7-15/cnv/12-7-15_M15.cnv,m15,2015-12-07T00:00:00Z,alpha,17,43.18816667,86.344
2015_CTD/0758/Pothoven/12-7-15/cnv/12-7-15_M45.cnv,m45,2015-12-07T00:00:00Z,beta,45,43.20616667,86.44966667
2015_CTD/0758/Pothoven/8-4-15/cnv/8-4-15_M25.cnv,m25,2015-08-04T00:00:00Z,NA,NA,NA,NA
2015_CTD/0758/Pothoven/8-4-15/cnv/8-4-15_M45.cnv,m45,2015-08-04T00:00:00Z,beta,45,43.20616667,86.44966667
2015_CTD/0758/Pothoven/8-4-15/cnv/8-4-15_X2.cnv,x2,2015-08-04T00:00:00Z,NA,NA,NA,NA
2015_CTD/Laurentian/Hank_2015/10Aug15_Spatial/cnv/M110day12aug2015.cnv,m110,2020-12-08T00:00:00Z,omega,110,43.19983333,86.56983333
2015_CTD/Laurentian/Hank_2015/10Aug15_Spatial/cnv/M110night12aug2015.cnv,m110,2020-12-08T00:00:00Z,omega,110,43.19983333,86.56983333
2015_CTD/Laurentian/Hank_2015/10Aug15_Spatial/cnv/M15day.cnv,m15,2008-01-10T00:00:00Z,alpha,17,43.18816667,86.344
2015_CTD/Laurentian/Hank_2015/10Aug15_Spatial/cnv/M15night13aug2015.cnv,m15,2008-01-10T00:00:00Z,alpha,17,43.18816667,86.344
2015_CTD/Laurentian/Hank_2015/10Aug15_Spatial/cnv/M45day13aug2015.cnv,m45,2008-01-10T00:00:00Z,beta,45,43.20616667,86.44966667
2015_CTD/Laurentian/Hank_2015/10Aug15_Spatial/cnv/ML_GVSUbuoy.cnv,ml,2008-01-10T00:00:00Z,omega,110,43.19983333,86.56983333
2015_CTD/Laurentian/Hank_2015/13July15/cnv/071315_M15N.cnv,m15,2007-01-13T00:00:00Z,alpha,17,43.18816667,86.344
2015_CTD/Laurentian/Hank_2015/13July15/cnv/071315_ML.cnv,ml,2007-01-13T00:00:00Z,omega,110,43.19983333,86.56983333
2015_CTD/Laurentian/Hank_2015/13July15/cnv/m110.cnv,m110,2007-01-13T00:00:00Z,omega,110,43.19983333,86.56983333
2015_CTD/Laurentian/Hank_2015/13July15/cnv/M110day071415.cnv,m110,2007-01-13T00:00:00Z,omega,110,43.19983333,86.56983333
2015_CTD/Laurentian/Hank_2015/13July15/cnv/M110day071515.cnv,m110,2007-01-13T00:00:00Z,omega,110,43.19983333,86.56983333
2015_CTD/Laurentian/Hank_2015/13July15/cnv/M110night071415.cnv,m110,2007-01-13T00:00:00Z,omega,110,43.19983333,86.56983333
2015_CTD/Laurentian/Hank_2015/13July15/cnv/m15.cnv,m15,2007-01-13T00:00:00Z,alpha,17,43.18816667,86.344
2015_CTD/Laurentian/Hank_2015/13July15/cnv/M15day071415.cnv,m15,2007-01-13T00:00:00Z,alpha,17,43.18816667,86.344
2015_CTD/Laurentian/Hank_2015/13July15/cnv/M15night071615.cnv,m15,2007-01-13T00:00:00Z,alpha,17,43.18816667,86.344
2015_CTD/Laurentian/Hank_2015/13July15/cnv/m45.cnv,m45,2007-01-13T00:00:00Z,beta,45,43.20616667,86.44966667
2015_CTD/Laurentian/Hank_2015/13July15/cnv/M45day071415.cnv,m45,2007-01-13T00:00:00Z,beta,45,43.20616667,86.44966667
2015_CTD/Laurentian/Hank_2015/13July15/cnv/M45day071515.cnv,m45,2007-01-13T00:00:00Z,beta,45,43.20616667,86.44966667
2015_CTD/Laurentian/Hank_2015/13July15/cnv/M45night071515.cnv,m45,2007-01-13T00:00:00Z,beta,45,43.20616667,86.44966667
2015_CTD/Laurentian/Hank_2015/14Oct15/cnv/M110day.cnv,m110,2010-01-14T00:00:00Z,omega,110,43.19983333,86.56983333
2015_CTD/Laurentian/Hank_2015/14Oct15/cnv/M15day.cnv,m15,2010-01-14T00:00:00Z,alpha,17,43.18816667,86.344
2015_CTD/Laurentian/Hank_2015/14Oct15/cnv/m45day.cnv,m45,2010-01-14T00:00:00Z,beta,45,43.20616667,86.44966667
2015_CTD/Laurentian/Hank_2015/14Oct15/cnv/Muskday.cnv,musk,2010-01-14T00:00:00Z,omega,110,43.19983333,86.56983333
2015_CTD/Laurentian/Hank_2015/20May15/cnv/gvsubuoy.cnv,gvsubuoy,2005-01-20T00:00:00Z,NA,NA,NA,NA
2015_CTD/Laurentian/Hank_2015/20May15/cnv/M110_052015day.cnv,m110,2005-04-20T00:00:00Z,omega,110,43.19983333,86.56983333
2015_CTD/Laurentian/Hank_2015/20May15/cnv/M110_052015night.cnv,m110,2005-04-20T00:00:00Z,omega,110,43.19983333,86.56983333
2015_CTD/Laurentian/Hank_2015/20May15/cnv/M110_052115day.cnv,m110,2005-04-20T00:00:00Z,omega,110,43.19983333,86.56983333
2015_CTD/Laurentian/Hank_2015/20May15/cnv/M15_052115night.cnv,m15,2005-01-20T00:00:00Z,alpha,17,43.18816667,86.344
2015_CTD/Laurentian/Hank_2015/20May15/cnv/M15052015day.cnv,m15,2005-01-20T00:00:00Z,alpha,17,43.18816667,86.344
2015_CTD/Laurentian/Hank_2015/20May15/cnv/M45_052015day.cnv,m45,2005-01-20T00:00:00Z,beta,45,43.20616667,86.44966667
2015_CTD/Laurentian/Hank_2015/23june15/cnv/gvsubuoy.cnv,gvsubuoy,2006-01-23T00:00:00Z,NA,NA,NA,NA
2015_CTD/Laurentian/Hank_2015/23june15/cnv/gvsubuoy062415.cnv,gvsubuoy,2006-01-23T00:00:00Z,NA,NA,NA,NA
2015_CTD/Laurentian/Hank_2015/23june15/cnv/M110062415dielnight.cnv,m110,2006-01-23T00:00:00Z,omega,110,43.19983333,86.56983333
2015_CTD/Laurentian/Hank_2015/23june15/cnv/M110d062415.cnv,m110,2006-01-23T00:00:00Z,omega,110,43.19983333,86.56983333
2015_CTD/Laurentian/Hank_2015/23june15/cnv/M110diel062515day.cnv,m110,2006-01-23T00:00:00Z,omega,110,43.19983333,86.56983333
2015_CTD/Laurentian/Hank_2015/23june15/cnv/M110n062415.cnv,m110,2006-01-23T00:00:00Z,omega,110,43.19983333,86.56983333
2015_CTD/Laurentian/Hank_2015/23june15/cnv/M15d062315.cnv,m15,2006-01-23T00:00:00Z,alpha,17,43.18816667,86.344
2015_CTD/Laurentian/Hank_2015/23june15/cnv/M15d062415.cnv,m15,2006-01-23T00:00:00Z,alpha,17,43.18816667,86.344
2015_CTD/Laurentian/Hank_2015/23june15/cnv/M45diel062515day.cnv,m45,2006-01-23T00:00:00Z,beta,45,43.20616667,86.44966667
2015_CTD/Laurentian/Hank_2015/23june15/cnv/M45n062415.cnv,m45,2006-01-23T00:00:00Z,beta,45,43.20616667,86.44966667
2015_CTD/Laurentian/Hank_2015/23September15/cnv/M110Day092415.cnv,m110,2009-01-23T00:00:00Z,omega,110,43.19983333,86.56983333
2015_CTD/Laurentian/Hank_2015/23September15/cnv/M110day092515diel.cnv,m110,2009-01-23T00:00:00Z,omega,110,43.19983333,86.56983333
2015_CTD/Laurentian/Hank_2015/23September15/cnv/M110night092415diel.cnv,m110,2009-01-23T00:00:00Z,omega,110,43.19983333,86.56983333
2015_CTD/Laurentian/Hank_2015/23September15/cnv/M110nite092415.cnv,m110,2009-01-23T00:00:00Z,omega,110,43.19983333,86.56983333
2015_CTD/Laurentian/Hank_2015/23September15/cnv/M15Day092415.cnv,m15,2009-01-23T00:00:00Z,alpha,17,43.18816667,86.344
2015_CTD/Laurentian/Hank_2015/23September15/cnv/M15N092315.cnv,m15,2009-01-23T00:00:00Z,alpha,17,43.18816667,86.344
2015_CTD/Laurentian/Hank_2015/23September15/cnv/M15night092415.cnv,m15,2009-01-23T00:00:00Z,alpha,17,43.18816667,86.344
2015_CTD/Laurentian/Hank_2015/23September15/cnv/M45nite092415.cnv,m45,2009-01-23T00:00:00Z,beta,45,43.20616667,86.44966667
2015_CTD/Laurentian/Hank_2015/23September15/cnv/ML092315.cnv,ml,2009-01-23T00:00:00Z,omega,110,43.19983333,86.56983333
2015_CTD/Laurentian/Hank_2015/27Apr15/cnv/gvsubuoy.cnv,gvsubuoy,2004-01-27T00:00:00Z,NA,NA,NA,NA
2015_CTD/Laurentian/Hank_2015/27Apr15/cnv/m110day.cnv,m110,2004-01-27T00:00:00Z,omega,110,43.19983333,86.56983333
2015_CTD/Laurentian/Hank_2015/27Apr15/cnv/m110daydiel29apr.cnv,m110,2004-01-27T00:00:00Z,omega,110,43.19983333,86.56983333
2015_CTD/Laurentian/Hank_2015/27Apr15/cnv/m110night.cnv,m110,2004-01-27T00:00:00Z,omega,110,43.19983333,86.56983333
2015_CTD/Laurentian/Hank_2015/27Apr15/cnv/m15.cnv,m15,2004-01-27T00:00:00Z,alpha,17,43.18816667,86.344
2015_CTD/Laurentian/Hank_2015/27Apr15/cnv/m15night.cnv,m15,2004-01-27T00:00:00Z,alpha,17,43.18816667,86.344
2015_CTD/Laurentian/Hank_2015/27Apr15/cnv/m45night.cnv,m45,2004-01-27T00:00:00Z,beta,45,43.20616667,86.44966667
2015_CTD/Laurentian/Hank_2015/3june15/cnv/m110.cnv,m110,2015-01-06T00:00:00Z,omega,110,43.19983333,86.56983333
2015_CTD/Laurentian/Hank_2015/3june15/cnv/m15.cnv,m15,2015-01-06T00:00:00Z,alpha,17,43.18816667,86.344
2015_CTD/Laurentian/Hank_2015/3june15/cnv/m45.cnv,m45,2015-01-06T00:00:00Z,beta,45,43.20616667,86.44966667
2015_CTD/Laurentian/Pothoven_2015/10-7-15/cnv/M110.cnv,m110,2015-10-07T00:00:00Z,omega,110,43.19983333,86.56983333
2015_CTD/Laurentian/Pothoven_2015/10-7-15/cnv/M25.cnv,m25,2015-10-07T00:00:00Z,NA,NA,NA,NA
2015_CTD/Laurentian/Pothoven_2015/10-7-15/cnv/M45.cnv,m45,2015-10-07T00:00:00Z,beta,45,43.20616667,86.44966667
2015_CTD/Laurentian/Pothoven_2015/10-7-15/cnv/X2.cnv,x2,2015-10-07T00:00:00Z,NA,NA,NA,NA
2015_CTD/Laurentian/Pothoven_2015/10_22_15/cnv/M110.cnv,m110,2015-10-22T00:00:00Z,omega,110,43.19983333,86.56983333
2015_CTD/Laurentian/Pothoven_2015/10_22_15/cnv/M15.cnv,m15,2015-10-22T00:00:00Z,alpha,17,43.18816667,86.344
2015_CTD/Laurentian/Pothoven_2015/10_22_15/cnv/M45.cnv,m45,2015-10-22T00:00:00Z,beta,45,43.20616667,86.44966667
2015_CTD/Laurentian/Pothoven_2015/10_5_15/cnv/M110.cnv,m110,2015-10-05T00:00:00Z,omega,110,43.19983333,86.56983333
2015_CTD/Laurentian/Pothoven_2015/10_5_15/cnv/M15.cnv,m15,2015-10-05T00:00:00Z,alpha,17,43.18816667,86.344
2015_CTD/Laurentian/Pothoven_2015/10_5_15/cnv/M45.cnv,m45,2015-10-05T00:00:00Z,beta,45,43.20616667,86.44966667
2015_CTD/Laurentian/Pothoven_2015/10_6_15/cnv/GH15.cnv,gh15,2015-10-06T00:00:00Z,gh15,15,43.07281667,86.27886667
2015_CTD/Laurentian/Pothoven_2015/10_6_15/cnv/LegC.cnv,legc,2015-10-06T00:00:00Z,c1,12,43.22016667,86.35416667
2015_CTD/Laurentian/Pothoven_2015/10_6_15/cnv/LegD1.cnv,d1,2015-10-06T00:00:00Z,d1,10,43.14233333,86.29933333
2015_CTD/Laurentian/Pothoven_2015/10_6_15/cnv/LegE1.cnv,e1,2015-10-06T00:00:00Z,e1,10,43.05366667,86.26283333
2015_CTD/Laurentian/Pothoven_2015/10_6_15/cnv/M15.cnv,m15,2015-10-06T00:00:00Z,alpha,17,43.18816667,86.344
2015_CTD/Laurentian/Pothoven_2015/11-3-15/cnv/GH15.cnv,gh15,2015-11-03T00:00:00Z,gh15,15,43.07281667,86.27886667
2015_CTD/Laurentian/Pothoven_2015/11-3-15/cnv/LegC.cnv,legc,2015-11-03T00:00:00Z,c1,12,43.22016667,86.35416667
2015_CTD/Laurentian/Pothoven_2015/11-3-15/cnv/LegD.cnv,legd,2015-11-03T00:00:00Z,d1,10,43.14233333,86.29933333
2015_CTD/Laurentian/Pothoven_2015/11-3-15/cnv/LegE.cnv,lege,2015-11-03T00:00:00Z,e1,10,43.05366667,86.26283333
2015_CTD/Laurentian/Pothoven_2015/11-3-15/cnv/M110.cnv,m110,2015-11-03T00:00:00Z,omega,110,43.19983333,86.56983333
2015_CTD/Laurentian/Pothoven_2015/11-3-15/cnv/M15.cnv,m15,2015-11-03T00:00:00Z,alpha,17,43.18816667,86.344
2015_CTD/Laurentian/Pothoven_2015/11-3-15/cnv/M45.cnv,m45,2015-11-03T00:00:00Z,beta,45,43.20616667,86.44966667
2015_CTD/Laurentian/Pothoven_2015/6_29_15/cnv/GH15.cnv,gh15,2015-06-29T00:00:00Z,gh15,15,43.07281667,86.27886667
2015_CTD/Laurentian/Pothoven_2015/6_29_15/cnv/GH45.cnv,gh45,2015-06-29T00:00:00Z,gh45,45,43.0414,86.3332
2015_CTD/Laurentian/Pothoven_2015/6_29_15/cnv/STA_A.cnv,sta_a,2015-06-29T00:00:00Z,gh100,100,43.01933333,86.63183333
2015_CTD/Laurentian/Pothoven_2015/7-21-15/cnv/M110.cnv,m110,2015-01-21T00:00:00Z,omega,110,43.19983333,86.56983333
2015_CTD/Laurentian/Pothoven_2015/7-21-15/cnv/M15.cnv,m15,2015-01-21T00:00:00Z,alpha,17,43.18816667,86.344
2015_CTD/Laurentian/Pothoven_2015/7-21-15/cnv/M45.cnv,m45,2015-01-21T00:00:00Z,beta,45,43.20616667,86.44966667
2015_CTD/Laurentian/Pothoven_2015/7-22-15/cnv/GH15.cnv,gh15,2015-01-22T00:00:00Z,gh15,15,43.07281667,86.27886667
2015_CTD/Laurentian/Pothoven_2015/7-22-15/cnv/LegC1.cnv,c1,2015-01-22T00:00:00Z,c1,12,43.22016667,86.35416667
2015_CTD/Laurentian/Pothoven_2015/7-22-15/cnv/LegD1.cnv,d1,2015-01-22T00:00:00Z,d1,10,43.14233333,86.29933333
2015_CTD/Laurentian/Pothoven_2015/7-22-15/cnv/LegE1.cnv,e1,2015-01-22T00:00:00Z,e1,10,43.05366667,86.26283333
2015_CTD/Laurentian/Pothoven_2015/7-22-15/cnv/M15.cnv,m15,2015-01-22T00:00:00Z,alpha,17,43.18816667,86.344
2015_CTD/Laurentian/Pothoven_2015/7_1_15/cnv/M110.cnv,m110,2015-07-01T00:00:00Z,omega,110,43.19983333,86.56983333
2015_CTD/Laurentian/Pothoven_2015/7_1_15/cnv/M15.cnv,m15,2015-07-01T00:00:00Z,alpha,17,43.18816667,86.344
2015_CTD/Laurentian/Pothoven_2015/7_1_15/cnv/M45.cnv,m45,2015-07-01T00:00:00Z,beta,45,43.20616667,86.44966667
2015_CTD/Laurentian/Pothoven_2015/8_18_15/cnv/M110.cnv,m110,2015-08-18T00:00:00Z,omega,110,43.19983333,86.56983333
2015_CTD/Laurentian/Pothoven_2015/8_18_15/cnv/M15.cnv,m15,2015-08-18T00:00:00Z,alpha,17,43.18816667,86.344
2015_CTD/Laurentian/Pothoven_2015/8_18_15/cnv/M45.cnv,m45,2015-08-18T00:00:00Z,beta,45,43.20616667,86.44966667
2015_CTD/Laurentian/Pothoven_2015/8_3_15/cnv/GH15.cnv,gh15,2015-08-03T00:00:00Z,gh15,15,43.07281667,86.27886667
2015_CTD/Laurentian/Pothoven_2015/8_3_15/cnv/LegC.cnv,legc,2015-08-03T00:00:00Z,c1,12,43.22016667,86.35416667
2015_CTD/Laurentian/Pothoven_2015/8_3_15/cnv/LegD.cnv,legd,2015-08-03T00:00:00Z,d1,10,43.14233333,86.29933333
2015_CTD/Laurentian/Pothoven_2015/8_3_15/cnv/LegE.cnv,lege,2015-08-03T00:00:00Z,e1,10,43.05366667,86.26283333
2015_CTD/Laurentian/Pothoven_2015/8_3_15/cnv/M15.cnv,m15,2015-08-03T00:00:00Z,alpha,17,43.18816667,86.344
2015_CTD/Laurentian/Pothoven_2015/8_5_15/cnv/M110.cnv,m110,2015-08-05T00:00:00Z,omega,110,43.19983333,86.56983333
2015_CTD/Laurentian/Pothoven_2015/8_5_15/cnv/M15.cnv,m15,2015-08-05T00:00:00Z,alpha,17,43.18816667,86.344
2015_CTD/Laurentian/Pothoven_2015/8_5_15/cnv/M45.cnv,m45,2015-08-05T00:00:00Z,beta,45,43.20616667,86.44966667
2015_CTD/Laurentian/Pothoven_2015/9_1_15/cnv/M110.cnv,m110,2015-09-01T00:00:00Z,omega,110,43.19983333,86.56983333
2015_CTD/Laurentian/Pothoven_2015/9_1_15/cnv/M15.cnv,m15,2015-09-01T00:00:00Z,alpha,17,43.18816667,86.344
2015_CTD/Laurentian/Pothoven_2015/9_1_15/cnv/M45.cnv,m45,2015-09-01T00:00:00Z,beta,45,43.20616667,86.44966667
2015_CTD/Laurentian/Pothoven_2015/9_2_15/cnv/GH15.cnv,gh15,2015-09-02T00:00:00Z,gh15,15,43.07281667,86.27886667
2015_CTD/Laurentian/Pothoven_2015/9_2_15/cnv/LegC.cnv,legc,2015-09-02T00:00:00Z,c1,12,43.22016667,86.35416667
2015_CTD/Laurentian/Pothoven_2015/9_2_15/cnv/LegD.cnv,legd,2015-09-02T00:00:00Z,d1,10,43.14233333,86.29933333
2015_CTD/Laurentian/Pothoven_2015/9_2_15/cnv/LegE.cnv,lege,2015-09-02T00:00:00Z,e1,10,43.05366667,86.26283333
2015_CTD/Laurentian/Pothoven_2015/9_2_15/cnv/M15.cnv,m15,2015-09-02T00:00:00Z,alpha,17,43.18816667,86.344
2015_CTD/Laurentian/Pothoven_2015/9_21_15/cnv/M110.cnv,m110,2015-09-21T00:00:00Z,omega,110,43.19983333,86.56983333
2015_CTD/Laurentian/Pothoven_2015/9_21_15/cnv/M15.cnv,m15,2015-09-21T00:00:00Z,alpha,17,43.18816667,86.344
